Customer_ID,Customer_Type,Nationality,Preferred_Location,Preferred_Property_Type,Budget_AED
CUST-001932,Investor,Chinese,Dubai Hills Estate,Apartment,1835000.0
CUST-002813,Investor,Chinese,Arabian Ranches,Villa,3330000.0
CUST-002540,Investor,Nigerian,Dubai Silicon Oasis,Studio,2005000.0
CUST-002670,End User,Lebanese,Jumeirah Village Circle (JVC),Apartment,1520000.0
CUST-004125,Investor,Nigerian,Business Bay,Apartment,1020000.0
CUST-003826,Investor,Egyptian,Dubai South,Apartment,855000.0
CUST-003720,End User,Indian,Dubai South,Studio,1250000.0
CUST-003749,Investor,Pakistani,Palm Jumeirah,Villa,4010000.0
CUST-001118,End User,Indian,Jumeirah Village Circle (JVC),Apartment,1125000.0
CUST-003249,Investor,Saudi,Dubai Marina,Townhouse,3140000.0
CUST-004482,Investor,Pakistani,Downtown Dubai,Studio,1755000.0
CUST-000664,End User,French,Damac Hills 2,Townhouse,3355000.0
CUST-002823,End User,Indian,Jumeirah Village Circle (JVC),Apartment,1260000.0
CUST-000574,Investor,Indian,Dubai South,Apartment,1275000.0
CUST-003653,Investor,,Downtown Dubai,Penthouse,4225000.0
CUST-000697,Investor,Indian,Al Furjan,Studio,1380000.0
CUST-003848,End User,British,Dubai Marina,Townhouse,4245000.0
CUST-004671,Investor,,Arabian Ranches,Apartment,1145000.0
CUST-004459,End User,Pakistani,Downtown Dubai,Townhouse,2285000.0
CUST-003170,End User,Indian,Jumeirah Lake Towers (JLT),Penthouse,6000000.0
CUST-004054,Investor,Ukrainian,Jumeirah Village Circle (JVC),Villa,4475000.0
CUST-001072,Investor,Russian,Palm Jumeirah,Apartment,1230000.0
CUST-004024,End User,American,Downtown Dubai,Villa,4200000.0
CUST-002188,End User,German,Palm Jumeirah,Studio,1510000.0
CUST-004070,End User,Saudi,Jumeirah Village Circle (JVC),Apartment,1730000.0
CUST-002046,End User,Pakistani,Dubai Hills Estate,Apartment,2020000.0
CUST-000283,End User,,Business Bay,Villa,3875000.0
CUST-000259,End User,Indian,Business Bay,Townhouse,1935000.0
CUST-002665,End User,Indian,Dubai Marina,Townhouse,2520000.0
CUST-001812,End User,Canadian,Dubai South,Apartment,1130000.0
CUST-001798,Investor,British,Damac Hills 2,Studio,1800000.0
CUST-000600,End User,Pakistani,Palm Jumeirah,Studio,2025000.0
CUST-003234,End User,French,Damac Hills 2,Villa,5890000.0
CUST-000726,End User,Jordanian,Al Furjan,Apartment,2035000.0
CUST-001637,Investor,Egyptian,Dubai Marina,Townhouse,2610000.0
CUST-002919,Investor,Pakistani,Jumeirah Village Circle (JVC),Apartment,400000.0
CUST-000678,Investor,Chinese,Mohammed Bin Rashid City (MBR City),Villa,5365000.0
CUST-004032,Investor,French,Dubai Marina,Apartment,650000.0
CUST-001153,Investor,Saudi,Jumeirah Village Circle (JVC),Villa,5060000.0
CUST-001347,Investor,,Jumeirah Village Circle (JVC),Apartment,865000.0
CUST-000056,End User,Ukrainian,Jumeirah Village Circle (JVC),Apartment,980000.0
CUST-004972,Investor,Egyptian,Mohammed Bin Rashid City (MBR City),Apartment,1580000.0
CUST-000826,Investor,Russian,Jumeirah Lake Towers (JLT),Apartment,1475000.0
CUST-001412,Investor,Indian,Downtown Dubai,Townhouse,2445000.0
CUST-001547,Investor,British,Arabian Ranches,Apartment,
CUST-003337,End User,American,Jumeirah Village Circle (JVC),Apartment,2125000.0
CUST-002215,Investor,Egyptian,Downtown Dubai,Apartment,1755000.0
CUST-000086,End User,American,Dubai Marina,Apartment,1475000.0
CUST-002921,Investor,Chinese,,Apartment,1530000.0
CUST-001362,Investor,Jordanian,Dubai Marina,Villa,2505000.0
CUST-002936,End User,South African,Downtown Dubai,Apartment,1915000.0
CUST-000889,Investor,Nigerian,Arabian Ranches,Apartment,400000.0
CUST-002955,Investor,Nigerian,Palm Jumeirah,Apartment,1405000.0
CUST-001688,Investor,Chinese,Dubai Marina,Apartment,995000.0
CUST-001820,Investor,American,Business Bay,Studio,
CUST-003704,Investor,Nigerian,Dubai Marina,Studio,1895000.0
CUST-001973,Investor,Indian,Dubai Silicon Oasis,Apartment,1030000.0
CUST-002547,Investor,Filipino,Downtown Dubai,Apartment,2070000.0
CUST-000715,End User,Russian,Jumeirah Village Circle (JVC),Apartment,1360000.0
CUST-004758,Investor,Jordanian,Dubai Hills Estate,Studio,1220000.0
CUST-001057,End User,British,Dubai Hills Estate,Penthouse,5165000.0
CUST-002287,End User,Indian,Arabian Ranches,Apartment,1395000.0
CUST-004692,Investor,Iranian,Mohammed Bin Rashid City (MBR City),Studio,1355000.0
CUST-004985,Investor,Russian,Downtown Dubai,Apartment,400000.0
CUST-002208,Investor,Lebanese,Palm Jumeirah,Apartment,1565000.0
CUST-004979,Investor,Jordanian,Dubai Marina,Apartment,
CUST-004069,Investor,South African,Dubai Marina,Studio,1615000.0
CUST-004769,End User,Indian,Arabian Ranches,Apartment,1840000.0
CUST-002849,Investor,Indian,Dubai Marina,Apartment,1400000.0
CUST-000618,Investor,Pakistani,,Villa,8085000.0
CUST-003654,End User,Italian,Jumeirah Lake Towers (JLT),Apartment,1475000.0
CUST-004410,Investor,Emirati,Dubai Creek Harbour,Villa,4340000.0
CUST-000124,End User,Egyptian,Jumeirah Village Circle (JVC),Apartment,2035000.0
CUST-004804,Investor,Pakistani,Arabian Ranches,Villa,5775000.0
CUST-002043,End User,British,Downtown Dubai,Apartment,860000.0
CUST-000335,End User,Saudi,Downtown Dubai,Studio,1060000.0
CUST-001363,End User,Lebanese,Downtown Dubai,Studio,1120000.0
CUST-000305,Investor,Indian,Mohammed Bin Rashid City (MBR City),Studio,
CUST-002773,End User,Lebanese,Jumeirah Village Circle (JVC),Studio,1370000.0
CUST-000981,End User,American,Dubai South,Apartment,905000.0
CUST-003737,Investor,British,Dubai Silicon Oasis,Apartment,945000.0
CUST-001408,End User,Nigerian,,Villa,7940000.0
CUST-003166,Investor,Indian,Dubai South,Townhouse,2995000.0
CUST-002967,Investor,Saudi,,Townhouse,2995000.0
CUST-004530,Investor,Emirati,Dubai Creek Harbour,Townhouse,1900000.0
CUST-000176,Investor,Egyptian,Jumeirah Lake Towers (JLT),Apartment,2075000.0
CUST-000582,Investor,Saudi,Arabian Ranches,Studio,1675000.0
CUST-003930,End User,Indian,Dubai Marina,Apartment,770000.0
CUST-001617,Investor,Egyptian,Jumeirah Village Circle (JVC),Studio,2510000.0
CUST-004416,End User,Chinese,Dubai Marina,Townhouse,2040000.0
CUST-004462,Investor,Chinese,Dubai Marina,Apartment,1425000.0
CUST-001195,Investor,Iranian,Dubai Creek Harbour,Studio,1005000.0
CUST-002877,End User,Russian,Damac Hills 2,Penthouse,4300000.0
CUST-004865,Investor,Indian,Mohammed Bin Rashid City (MBR City),Studio,720000.0
CUST-004214,Investor,Indian,Downtown Dubai,Penthouse,5170000.0
CUST-003244,End User,Saudi,Business Bay,Villa,4855000.0
CUST-001825,Investor,British,Jumeirah Lake Towers (JLT),Apartment,
CUST-001880,End User,Indian,Jumeirah Lake Towers (JLT),Apartment,435000.0
CUST-001982,Investor,Indian,Business Bay,Villa,2380000.0
CUST-001862,End User,Russian,Jumeirah Village Circle (JVC),Apartment,1880000.0
CUST-001351,Investor,Nigerian,Downtown Dubai,Penthouse,5160000.0
CUST-003576,End User,French,Dubai Marina,Apartment,400000.0
CUST-003607,Investor,American,Jumeirah Village Circle (JVC),Townhouse,2305000.0
CUST-004735,Investor,Emirati,Business Bay,Studio,1005000.0
CUST-002975,End User,French,Dubai Marina,Townhouse,2255000.0
CUST-000410,Investor,Emirati,Jumeirah Lake Towers (JLT),Penthouse,2030000.0
CUST-000676,Investor,Nigerian,Jumeirah Village Circle (JVC),Apartment,2420000.0
CUST-000298,Investor,French,Dubai South,Apartment,750000.0
CUST-000926,End User,Chinese,,Penthouse,2980000.0
CUST-000023,End User,South African,Palm Jumeirah,Townhouse,1130000.0
CUST-004100,Investor,Italian,Dubai Hills Estate,Apartment,780000.0
CUST-004016,Investor,Italian,Mohammed Bin Rashid City (MBR City),Townhouse,2895000.0
CUST-000729,End User,Ukrainian,Dubai Marina,Villa,4785000.0
CUST-003670,End User,Egyptian,Jumeirah Lake Towers (JLT),Villa,4235000.0
CUST-004185,End User,French,Dubai South,Studio,1090000.0
CUST-001308,Investor,French,Dubai Marina,Villa,4650000.0
CUST-002942,Investor,Pakistani,Business Bay,Townhouse,1965000.0
CUST-000672,End User,,Business Bay,Studio,725000.0
CUST-001673,End User,Indian,Downtown Dubai,Villa,5895000.0
CUST-001200,Investor,Lebanese,Downtown Dubai,Villa,3105000.0
CUST-002230,Investor,Indian,Dubai Marina,Apartment,1100000.0
CUST-003798,Investor,Chinese,Business Bay,Penthouse,5940000.0
CUST-004928,Investor,Ukrainian,Jumeirah Village Circle (JVC),Apartment,1940000.0
CUST-000294,Investor,Pakistani,Jumeirah Village Circle (JVC),Apartment,935000.0
CUST-002250,End User,Emirati,Dubai Hills Estate,Studio,905000.0
CUST-002691,Investor,Pakistani,Jumeirah Lake Towers (JLT),Apartment,1475000.0
CUST-000127,Investor,Nigerian,Dubai Marina,Studio,2095000.0
CUST-002580,Investor,Canadian,Dubai Hills Estate,Apartment,1840000.0
CUST-003480,End User,American,Mohammed Bin Rashid City (MBR City),Villa,3475000.0
CUST-002248,Investor,Pakistani,,Studio,1880000.0
CUST-003546,End User,French,,Studio,2040000.0
CUST-004525,Investor,Filipino,Dubai Hills Estate,Apartment,1910000.0
CUST-004587,End User,French,,Apartment,1615000.0
CUST-000693,Investor,Chinese,Jumeirah Village Circle (JVC),Apartment,790000.0
CUST-002983,End User,Filipino,Palm Jumeirah,Studio,835000.0
CUST-000687,End User,Jordanian,Dubai South,Penthouse,4625000.0
CUST-000818,Investor,Saudi,Mohammed Bin Rashid City (MBR City),Apartment,1400000.0
CUST-000217,Investor,Lebanese,Business Bay,Townhouse,1395000.0
CUST-003839,Investor,British,Dubai Marina,Studio,1520000.0
CUST-003326,End User,Egyptian,Mohammed Bin Rashid City (MBR City),Apartment,1510000.0
CUST-000153,Investor,Pakistani,Jumeirah Lake Towers (JLT),Townhouse,2605000.0
CUST-000707,Investor,British,Dubai Creek Harbour,Penthouse,4110000.0
CUST-001993,Investor,Indian,Dubai Marina,Apartment,1315000.0
CUST-003890,End User,Emirati,Jumeirah Lake Towers (JLT),Townhouse,3075000.0
CUST-004596,Investor,South African,Dubai Creek Harbour,Townhouse,3195000.0
CUST-004780,End User,Indian,Business Bay,Penthouse,5645000.0
CUST-002009,Investor,,Business Bay,Studio,1745000.0
CUST-000479,End User,German,,Villa,4645000.0
CUST-001283,Investor,Pakistani,Jumeirah Lake Towers (JLT),Villa,8560000.0
CUST-001605,End User,Jordanian,Dubai South,Apartment,875000.0
CUST-004077,Investor,Russian,Downtown Dubai,Villa,3210000.0
CUST-001667,End User,Lebanese,Al Furjan,Apartment,740000.0
CUST-004447,Investor,Saudi,Arabian Ranches,Apartment,1275000.0
CUST-003199,End User,Chinese,Arabian Ranches,Apartment,1740000.0
CUST-000813,End User,Chinese,Jumeirah Lake Towers (JLT),Apartment,1065000.0
CUST-003338,Investor,Jordanian,Jumeirah Lake Towers (JLT),Villa,4040000.0
CUST-003603,Investor,British,Arabian Ranches,Townhouse,2090000.0
CUST-000251,Investor,British,Jumeirah Village Circle (JVC),Apartment,1150000.0
CUST-000844,End User,Jordanian,Business Bay,Villa,2315000.0
CUST-002126,End User,Indian,Dubai Silicon Oasis,Apartment,1800000.0
CUST-003313,Investor,Russian,Jumeirah Village Circle (JVC),Apartment,690000.0
CUST-003057,Investor,Nigerian,Dubai Marina,Townhouse,2665000.0
CUST-002376,Investor,Lebanese,Mohammed Bin Rashid City (MBR City),Studio,1775000.0
CUST-002033,Investor,British,Jumeirah Village Circle (JVC),Studio,1240000.0
CUST-000968,End User,Pakistani,Business Bay,Apartment,1860000.0
CUST-004514,End User,British,Dubai South,Townhouse,1605000.0
CUST-000081,Investor,Indian,Dubai Marina,Apartment,1620000.0
CUST-000973,End User,Egyptian,Mohammed Bin Rashid City (MBR City),Villa,7060000.0
CUST-001897,End User,Jordanian,,Villa,3315000.0
CUST-002236,Investor,British,Downtown Dubai,Townhouse,2840000.0
CUST-000247,End User,Egyptian,Damac Hills 2,Studio,2180000.0
CUST-002705,Investor,Canadian,Damac Hills 2,Studio,840000.0
CUST-002204,Investor,Indian,Dubai Hills Estate,Townhouse,
CUST-004922,End User,Indian,Jumeirah Lake Towers (JLT),Apartment,1570000.0
CUST-004145,Investor,Pakistani,Dubai Marina,Townhouse,1750000.0
CUST-004672,Investor,Indian,Business Bay,Villa,2375000.0
CUST-003375,Investor,Pakistani,Palm Jumeirah,Studio,1655000.0
CUST-004104,End User,Italian,Arabian Ranches,Studio,400000.0
CUST-002332,Investor,Pakistani,Dubai Hills Estate,Apartment,1520000.0
CUST-004377,Investor,Saudi,Downtown Dubai,Townhouse,1890000.0
CUST-004143,Investor,Filipino,Jumeirah Lake Towers (JLT),Apartment,1435000.0
CUST-004360,Investor,Indian,Palm Jumeirah,Penthouse,3760000.0
CUST-001506,Investor,French,Jumeirah Village Circle (JVC),Apartment,1300000.0
CUST-002952,End User,German,,Townhouse,1380000.0
CUST-001346,End User,Russian,Jumeirah Village Circle (JVC),Townhouse,2470000.0
CUST-003318,End User,Pakistani,Business Bay,Studio,
CUST-000592,End User,American,Dubai Silicon Oasis,Villa,5180000.0
CUST-000976,End User,Nigerian,Al Furjan,Apartment,1675000.0
CUST-004229,Investor,Indian,Al Furjan,Townhouse,975000.0
CUST-001646,End User,Indian,Downtown Dubai,Apartment,1820000.0
CUST-001680,Investor,British,Damac Hills 2,Apartment,1470000.0
CUST-000510,Investor,Russian,Business Bay,Apartment,755000.0
CUST-000123,Investor,French,Business Bay,Apartment,1585000.0
CUST-003121,End User,American,Downtown Dubai,Apartment,1600000.0
CUST-001535,End User,Filipino,Arabian Ranches,Studio,1475000.0
CUST-003353,Investor,Canadian,Dubai Hills Estate,Studio,1645000.0
CUST-004662,End User,German,Dubai Creek Harbour,Studio,920000.0
CUST-001711,Investor,Jordanian,Palm Jumeirah,Penthouse,1955000.0
CUST-004452,Investor,Saudi,Damac Hills 2,Townhouse,2430000.0
CUST-002101,Investor,Indian,Dubai Marina,Apartment,1575000.0
CUST-000870,Investor,Russian,Dubai Hills Estate,Apartment,2405000.0
CUST-004505,End User,Chinese,Jumeirah Village Circle (JVC),Penthouse,4210000.0
CUST-001031,End User,British,Dubai Hills Estate,Apartment,1230000.0
CUST-003464,Investor,Saudi,Dubai Creek Harbour,Villa,3435000.0
CUST-002695,Investor,Pakistani,Downtown Dubai,Villa,6780000.0
CUST-000757,End User,Pakistani,Dubai Hills Estate,Apartment,660000.0
CUST-001999,Investor,Nigerian,Dubai Marina,Penthouse,6855000.0
CUST-003750,End User,Egyptian,Arabian Ranches,Townhouse,3425000.0
CUST-003591,Investor,Indian,Dubai Creek Harbour,Apartment,1650000.0
CUST-001157,End User,South African,Jumeirah Lake Towers (JLT),Villa,6875000.0
CUST-003157,End User,Pakistani,Palm Jumeirah,Townhouse,2780000.0
CUST-002116,End User,Russian,Dubai Silicon Oasis,Apartment,1730000.0
CUST-000983,Investor,German,Dubai South,Apartment,1700000.0
CUST-000333,End User,Indian,Jumeirah Village Circle (JVC),Apartment,1265000.0
CUST-001593,Investor,Emirati,Dubai South,Villa,2555000.0
CUST-002385,End User,Chinese,Arabian Ranches,Apartment,1045000.0
CUST-002961,Investor,British,Mohammed Bin Rashid City (MBR City),Studio,1490000.0
CUST-001576,End User,Emirati,Jumeirah Village Circle (JVC),Apartment,1605000.0
CUST-004673,Investor,Saudi,Business Bay,Apartment,1010000.0
CUST-000062,End User,South African,Mohammed Bin Rashid City (MBR City),Penthouse,5675000.0
CUST-000473,End User,Jordanian,Downtown Dubai,Studio,1900000.0
CUST-000902,End User,Chinese,Dubai Marina,Townhouse,2245000.0
CUST-003455,End User,Russian,Palm Jumeirah,Villa,
CUST-000866,End User,Jordanian,Dubai Hills Estate,Penthouse,4745000.0
CUST-003584,Investor,Canadian,Jumeirah Village Circle (JVC),Apartment,805000.0
CUST-004734,End User,Indian,Jumeirah Lake Towers (JLT),Townhouse,1675000.0
CUST-002526,Investor,Emirati,Dubai Hills Estate,Villa,2810000.0
CUST-001330,End User,Nigerian,Dubai Hills Estate,Townhouse,2170000.0
CUST-003615,End User,Pakistani,Dubai Marina,Apartment,1315000.0
CUST-001343,Investor,Emirati,Dubai Marina,Studio,2515000.0
CUST-000742,Investor,Chinese,Dubai Marina,Townhouse,2860000.0
CUST-004814,Investor,British,Al Furjan,Apartment,825000.0
CUST-003389,Investor,Indian,Jumeirah Lake Towers (JLT),Apartment,1695000.0
CUST-001606,End User,Indian,Al Furjan,Townhouse,
CUST-002181,End User,British,,Apartment,1840000.0
CUST-004816,Investor,Canadian,Jumeirah Village Circle (JVC),Apartment,1390000.0
CUST-004113,End User,Chinese,Business Bay,Apartment,1565000.0
CUST-003030,Investor,Russian,Downtown Dubai,Apartment,1065000.0
CUST-003282,End User,Filipino,Al Furjan,Studio,725000.0
CUST-004121,Investor,Indian,Al Furjan,Villa,4105000.0
CUST-001629,Investor,Lebanese,Business Bay,Studio,1565000.0
CUST-004324,End User,Chinese,Dubai Silicon Oasis,Penthouse,4680000.0
CUST-003805,Investor,Indian,Dubai South,Apartment,2030000.0
CUST-002439,Investor,Egyptian,Business Bay,Apartment,1500000.0
CUST-001150,End User,Iranian,Downtown Dubai,Penthouse,3255000.0
CUST-001161,Investor,Indian,Jumeirah Village Circle (JVC),Townhouse,3115000.0
CUST-003905,Investor,British,Dubai Marina,Apartment,1220000.0
CUST-004652,End User,Indian,Dubai South,Penthouse,3235000.0
CUST-000257,Investor,Indian,Dubai Marina,Villa,5420000.0
CUST-002599,Investor,Emirati,Dubai Marina,Studio,1860000.0
CUST-000634,Investor,,Business Bay,Penthouse,4235000.0
CUST-002947,End User,British,Dubai South,Apartment,1780000.0
CUST-002338,End User,Indian,Dubai Creek Harbour,Villa,6650000.0
CUST-004477,End User,Lebanese,Mohammed Bin Rashid City (MBR City),Penthouse,
CUST-000778,Investor,Canadian,Downtown Dubai,Villa,5520000.0
CUST-001106,Investor,French,Business Bay,Apartment,
CUST-002102,Investor,British,Dubai Marina,Villa,3290000.0
CUST-004151,End User,Pakistani,Dubai Marina,Studio,720000.0
CUST-003408,End User,Canadian,Palm Jumeirah,Penthouse,8510000.0
CUST-000558,End User,British,Dubai Silicon Oasis,Townhouse,3605000.0
CUST-001851,End User,British,Dubai Marina,Studio,1595000.0
CUST-001986,End User,Ukrainian,Dubai South,Villa,
CUST-002089,End User,British,Downtown Dubai,Studio,1000000.0
CUST-002900,End User,Canadian,Business Bay,Townhouse,
CUST-003221,Investor,Egyptian,Al Furjan,Villa,3095000.0
CUST-000262,Investor,Ukrainian,Al Furjan,Townhouse,2180000.0
CUST-004196,Investor,Egyptian,Dubai South,Apartment,1560000.0
CUST-002667,Investor,British,Dubai Marina,Studio,2410000.0
CUST-002132,End User,Nigerian,Al Furjan,Apartment,1340000.0
CUST-001473,Investor,Pakistani,Dubai South,Townhouse,2615000.0
CUST-000628,Investor,Emirati,Dubai Hills Estate,Villa,6635000.0
CUST-003132,Investor,Indian,Dubai Marina,Townhouse,2905000.0
CUST-001890,End User,Indian,Palm Jumeirah,Townhouse,2990000.0
CUST-003043,End User,American,Dubai Hills Estate,Studio,1910000.0
CUST-004096,End User,Chinese,Downtown Dubai,Apartment,1010000.0
CUST-002079,End User,British,Mohammed Bin Rashid City (MBR City),Apartment,400000.0
CUST-003586,Investor,Emirati,Dubai Hills Estate,Townhouse,3030000.0
CUST-002831,Investor,Nigerian,Dubai Creek Harbour,Apartment,2585000.0
CUST-004491,End User,Indian,,Apartment,1600000.0
CUST-004784,End User,Pakistani,Dubai Marina,Townhouse,3210000.0
CUST-000209,Investor,Emirati,Dubai Hills Estate,Apartment,1515000.0
CUST-004724,Investor,Pakistani,Al Furjan,Townhouse,2490000.0
CUST-001914,Investor,British,Jumeirah Village Circle (JVC),Apartment,1975000.0
CUST-001607,Investor,Chinese,Damac Hills 2,Apartment,1420000.0
CUST-001021,End User,Indian,Jumeirah Village Circle (JVC),Apartment,1065000.0
CUST-000609,End User,,Dubai Creek Harbour,Apartment,1080000.0
CUST-001404,End User,Lebanese,Business Bay,Penthouse,485000.0
CUST-000222,End User,Emirati,Mohammed Bin Rashid City (MBR City),Studio,2550000.0
CUST-003255,Investor,South African,Mohammed Bin Rashid City (MBR City),Apartment,1995000.0
CUST-002727,Investor,Chinese,Downtown Dubai,Villa,4385000.0
CUST-002097,End User,Canadian,Dubai Hills Estate,Apartment,1375000.0
CUST-000210,End User,Pakistani,Jumeirah Lake Towers (JLT),Villa,2425000.0
CUST-003799,End User,Indian,Business Bay,Apartment,2305000.0
CUST-003540,Investor,British,Business Bay,Apartment,2230000.0
CUST-000154,End User,Indian,Damac Hills 2,Villa,6010000.0
CUST-001591,Investor,South African,Business Bay,Apartment,645000.0
CUST-002443,Investor,Pakistani,Dubai Creek Harbour,Villa,5710000.0
CUST-001148,Investor,Saudi,Jumeirah Village Circle (JVC),Studio,485000.0
CUST-003428,Investor,Emirati,Downtown Dubai,Studio,1960000.0
CUST-001968,End User,Canadian,Palm Jumeirah,Penthouse,
CUST-003207,Investor,American,Jumeirah Lake Towers (JLT),Apartment,400000.0
CUST-002434,Investor,Egyptian,Dubai Hills Estate,Apartment,735000.0
CUST-001634,Investor,Russian,,Townhouse,1680000.0
CUST-003293,End User,Nigerian,Jumeirah Lake Towers (JLT),Studio,845000.0
CUST-000598,End User,French,Downtown Dubai,Apartment,400000.0
CUST-003138,Investor,Lebanese,Mohammed Bin Rashid City (MBR City),Studio,1835000.0
CUST-001657,End User,Egyptian,Mohammed Bin Rashid City (MBR City),Townhouse,2580000.0
CUST-004285,Investor,Indian,Al Furjan,Penthouse,1140000.0
CUST-003298,End User,,Downtown Dubai,Apartment,1220000.0
CUST-001566,Investor,Indian,Dubai South,Studio,1740000.0
CUST-001519,End User,Lebanese,Dubai Silicon Oasis,Townhouse,2155000.0
CUST-004200,End User,Emirati,Jumeirah Lake Towers (JLT),Townhouse,1545000.0
CUST-000226,End User,Filipino,Downtown Dubai,Apartment,1210000.0
CUST-002518,Investor,Emirati,Al Furjan,Apartment,1570000.0
CUST-004189,Investor,Lebanese,Jumeirah Village Circle (JVC),Apartment,
CUST-002394,End User,,Jumeirah Village Circle (JVC),Apartment,875000.0
CUST-001761,End User,French,Business Bay,Villa,
CUST-001361,Investor,Indian,Jumeirah Lake Towers (JLT),Studio,1460000.0
CUST-003305,Investor,British,Dubai Hills Estate,Studio,2225000.0
CUST-002325,Investor,British,Business Bay,Townhouse,3475000.0
CUST-003559,End User,French,Dubai Marina,Townhouse,2555000.0
CUST-004273,Investor,Emirati,Jumeirah Village Circle (JVC),Apartment,2240000.0
CUST-001834,End User,Russian,Downtown Dubai,Townhouse,2835000.0
CUST-003662,End User,Russian,Jumeirah Village Circle (JVC),Villa,4685000.0
CUST-002010,Investor,Saudi,Business Bay,Townhouse,2035000.0
CUST-003658,Investor,Chinese,Dubai Marina,Apartment,1815000.0
CUST-003858,End User,Indian,Dubai Creek Harbour,Apartment,1310000.0
CUST-000694,Investor,British,Palm Jumeirah,Apartment,2035000.0
CUST-004527,Investor,British,Arabian Ranches,Apartment,1785000.0
CUST-002613,Investor,Pakistani,Arabian Ranches,Penthouse,6140000.0
CUST-001187,Investor,Chinese,Mohammed Bin Rashid City (MBR City),Studio,1580000.0
CUST-001370,End User,Indian,Al Furjan,Studio,1055000.0
CUST-001908,End User,Canadian,Business Bay,Studio,1505000.0
CUST-004089,End User,French,Arabian Ranches,Apartment,1495000.0
CUST-002478,Investor,French,Downtown Dubai,Townhouse,2055000.0
CUST-000017,End User,German,Business Bay,Townhouse,1700000.0
CUST-002515,Investor,British,,Apartment,1685000.0
CUST-004608,Investor,Russian,Damac Hills 2,Apartment,1645000.0
CUST-002206,End User,Chinese,Jumeirah Lake Towers (JLT),Apartment,1385000.0
CUST-003596,End User,Indian,Jumeirah Village Circle (JVC),Apartment,1600000.0
CUST-001487,Investor,Nigerian,Mohammed Bin Rashid City (MBR City),Townhouse,4275000.0
CUST-001677,End User,American,Downtown Dubai,Apartment,1705000.0
CUST-002354,End User,Russian,Dubai Hills Estate,Apartment,3315000.0
CUST-000657,Investor,French,Dubai Marina,Villa,3870000.0
CUST-001572,Investor,Indian,Downtown Dubai,Apartment,1540000.0
CUST-001738,End User,German,Al Furjan,Townhouse,2280000.0
CUST-003856,Investor,Ukrainian,Jumeirah Village Circle (JVC),Apartment,1520000.0
CUST-002847,Investor,American,Jumeirah Lake Towers (JLT),Studio,1185000.0
CUST-002981,End User,Indian,Jumeirah Village Circle (JVC),Studio,615000.0
CUST-000619,Investor,British,Dubai South,Apartment,2085000.0
CUST-002848,End User,Indian,Dubai Hills Estate,Apartment,1160000.0
CUST-004400,End User,American,Damac Hills 2,Villa,5090000.0
CUST-000868,Investor,,Downtown Dubai,Villa,5180000.0
CUST-002508,End User,Canadian,Arabian Ranches,Apartment,
CUST-002111,Investor,Jordanian,Arabian Ranches,Villa,3950000.0
CUST-000458,Investor,Pakistani,,Apartment,1365000.0
CUST-004508,Investor,French,Dubai Marina,Apartment,1030000.0
CUST-000791,Investor,French,Dubai Marina,Apartment,745000.0
CUST-004840,Investor,British,Dubai Marina,Studio,2245000.0
CUST-003608,Investor,Pakistani,Al Furjan,Apartment,1570000.0
CUST-003823,End User,Emirati,Jumeirah Village Circle (JVC),Apartment,1430000.0
CUST-002261,Investor,Lebanese,Business Bay,Townhouse,2575000.0
CUST-004571,Investor,British,Downtown Dubai,Townhouse,2940000.0
CUST-002809,Investor,Filipino,Dubai Silicon Oasis,Townhouse,650000.0
CUST-003519,Investor,Emirati,Jumeirah Lake Towers (JLT),Townhouse,1750000.0
CUST-000734,Investor,,Jumeirah Village Circle (JVC),Townhouse,1780000.0
CUST-004845,End User,Chinese,Jumeirah Village Circle (JVC),Apartment,1785000.0
CUST-003959,End User,Emirati,Mohammed Bin Rashid City (MBR City),Apartment,1395000.0
CUST-002134,Investor,American,Dubai Silicon Oasis,Studio,
CUST-001945,End User,Jordanian,Dubai Marina,Townhouse,1915000.0
CUST-002280,Investor,Saudi,Business Bay,Studio,1260000.0
CUST-000660,End User,Russian,Jumeirah Lake Towers (JLT),Townhouse,3320000.0
CUST-002431,End User,Emirati,Dubai South,Apartment,1595000.0
CUST-003752,End User,Saudi,Dubai Silicon Oasis,Apartment,740000.0
CUST-002529,End User,Indian,Dubai Hills Estate,Apartment,1745000.0
CUST-004358,Investor,Pakistani,Dubai Marina,Villa,7295000.0
CUST-000643,End User,Saudi,Mohammed Bin Rashid City (MBR City),Studio,1680000.0
CUST-000169,Investor,,Jumeirah Lake Towers (JLT),Villa,3165000.0
CUST-001518,End User,Nigerian,Jumeirah Village Circle (JVC),Apartment,895000.0
CUST-001801,End User,Indian,Dubai Creek Harbour,Studio,
CUST-003395,Investor,Chinese,Downtown Dubai,Apartment,2255000.0
CUST-001918,Investor,Canadian,Dubai Creek Harbour,Studio,1330000.0
CUST-000273,Investor,Indian,Dubai South,Apartment,1235000.0
CUST-002469,Investor,Saudi,Dubai South,Apartment,1810000.0
CUST-004725,End User,Nigerian,,Studio,1330000.0
CUST-001067,End User,Indian,,Apartment,2125000.0
CUST-000495,Investor,Filipino,Damac Hills 2,Apartment,710000.0
CUST-001913,Investor,Emirati,Dubai Marina,Apartment,1520000.0
CUST-003647,End User,British,Dubai Creek Harbour,Studio,2170000.0
CUST-000039,Investor,Russian,Business Bay,Apartment,1545000.0
