Lead_ID,Lead_Date,Marketing_Channel,Campaign_Name,Marketing_Cost_AED,Customer_ID,Property_ID,Agent_ID,Lead_Status,Qualification_Date,Site_Visit_Date,Negotiation_Date,Booking_Date,Lost_Reason
LEAD-002940,2024-07-14,Google Ads,GAds_Search_Apartments_Dubai,118.83,CUST-002940,PROP-00182,AGT-0016,Lost,2024-07-26,2024-07-29,2024-08-04,,Found cheaper unit elsewhere
LEAD-003421,2025-08-04,Bayut,Bayut_HotDeal_Banner,340.78,CUST-003421,PROP-00133,AGT-0005,Lost,2025-08-11,2025-08-20,,,Not responsive / went cold
LEAD-003997,2025-03-30,Instagram,IG_Story_LuxuryLiving,64.26,CUST-003997,PROP-00570,AGT-0037,Lost,2025-04-07,2025-04-13,,,Visa / relocation fell through
LEAD-003768,2024-01-20,Bayut,Bayut_HotDeal_Banner,169.54,CUST-003768,PROP-00320,AGT-0015,Lost,2024-01-28,2024-02-03,,,Budget mismatch
LEAD-000536,2026-02-22,Website,Website_Landing_NewLaunch,46.86,CUST-000536,PROP-00387,AGT-0032,Lost,,,,,Financing / mortgage rejected
LEAD-002664,2025-02-22,Instagram,IG_Carousel_PaymentPlan,69.51,CUST-002664,PROP-00217,AGT-0032,Lost,2025-03-05,2025-03-17,2025-03-22,,Chose competitor project
LEAD-000155,2024-06-02,Website,Website_Organic_Blog,51.95,CUST-000155,PROP-00375,,Lost,,,,,Chose competitor project
LEAD-003242,2024-12-27,Instagram,IG_Influencer_Push,33.26,CUST-003242,PROP-00401,AGT-0008,Lost,,,,,Unit sold out before decision
LEAD-003150,2026-03-06,Google Ads,GAds_Display_InvestorDeals,226.12,CUST-003150,PROP-00112,AGT-0024,Lost,2026-03-15,,,,Found cheaper unit elsewhere
LEAD-002953,2026-03-11,Instagram,IG_Reels_OffPlan_Q1,151.2,CUST-002953,PROP-00132,AGT-0038,Lost,2026-03-20,2026-03-24,,,Financing / mortgage rejected
LEAD-001312,2024-02-07,Referral,Referral_AgentNetwork,41.16,CUST-001312,PROP-00380,AGT-0027,Lost,,,,,Chose competitor project
LEAD-000323,2026-03-07,Bayut,Bayut_Premium_Placement,385.08,CUST-000323,PROP-00077,AGT-0045,Lost,2026-03-17,,,,Found cheaper unit elsewhere
LEAD-004111,2025-07-04,Bayut,Bayut_Premium_Placement,163.93,CUST-004111,PROP-00535,AGT-0035,Lost,2025-07-10,,,,Chose competitor project
LEAD-003331,2025-06-27,Referral,Referral_PartnerBroker,11.15,CUST-003331,PROP-00465,,Lost,2025-07-08,,,,Found cheaper unit elsewhere
LEAD-003986,2025-10-04,Google Ads,GAds_Retargeting_OffPlan,93.61,CUST-003986,PROP-00157,AGT-0041,Sold,2025-10-12,2025-10-22,2025-10-29,2025-11-12,
LEAD-001799,2024-02-17,Instagram,IG_Influencer_Push,161.91,CUST-001799,PROP-00478,AGT-0018,Lost,,,,,Budget mismatch
LEAD-000083,2026-05-23,LinkedIn,LinkedIn_Sponsored_InvestorContent,168.51,CUST-000083,PROP-00072,AGT-0004,Lost,2026-05-30,2026-06-08,2026-06-13,,Chose competitor project
LEAD-002561,2024-12-12,Google Ads,GAds_Retargeting_OffPlan,154.03,CUST-002561,PROP-00051,AGT-0014,Sold,2024-12-24,2025-01-07,2025-01-13,2025-01-28,
LEAD-001944,2026-04-28,Website,Website_Newsletter_Signup,89.39,CUST-001944,PROP-00022,AGT-0043,Lost,,,,,Not responsive / went cold
LEAD-001989,2024-08-21,Referral,Referral_ExistingClient,49.89,CUST-001989,PROP-00324,AGT-0006,Lost,,,,,Not responsive / went cold
LEAD-003537,2024-09-05,Instagram,IG_Reels_OffPlan_Q1,164.85,CUST-003537,PROP-00581,AGT-0037,Lost,2024-09-20,,,,Found cheaper unit elsewhere
LEAD-001575,2026-03-20,Website,Website_Newsletter_Signup,43.24,CUST-001575,PROP-00112,AGT-0010,Lost,,,,,Unit sold out before decision
LEAD-002978,2024-04-09,Bayut,Bayut_Premium_Placement,266.31,CUST-002978,PROP-00578,AGT-0023,Lost,,,,,Financing / mortgage rejected
LEAD-002724,2024-05-17,Google Ads,GAds_Search_VillasForSale,177.96,CUST-002724,PROP-00279,AGT-0014,Sold,2024-05-28,2024-06-02,2024-06-06,2024-06-11,
LEAD-003406,2024-02-04,Instagram,IG_Story_LuxuryLiving,161.53,CUST-003406,PROP-00397,AGT-0014,Sold,2024-02-10,2024-02-15,2024-02-17,2024-02-20,
LEAD-002059,2026-05-14,Referral,Referral_PartnerBroker,13.62,CUST-002059,PROP-00311,AGT-0001,Booking,2026-05-20,2026-06-02,2026-06-05,2026-06-17,
LEAD-001763,2025-03-30,Google Ads,GAds_Display_InvestorDeals,243.12,CUST-001763,PROP-00505,AGT-0035,Lost,,,,,Chose competitor project
LEAD-001495,2026-02-04,Bayut,Bayut_Premium_Placement,250.56,CUST-001495,PROP-00253,AGT-0028,Lost,2026-02-15,2026-02-25,,,Unit sold out before decision
LEAD-002081,2025-02-27,Google Ads,GAds_Search_VillasForSale,305.16,CUST-002081,PROP-00194,AGT-0035,Lost,,,,,Found cheaper unit elsewhere
LEAD-001175,2025-11-19,Referral,Referral_PartnerBroker,49.09,CUST-001175,PROP-00592,AGT-0043,Lost,,,,,Postponed decision
LEAD-004510,2026-06-11,Website,Website_Newsletter_Signup,47.33,CUST-004510,PROP-00077,AGT-0042,Lost,2026-06-24,,,,Unit sold out before decision
LEAD-002629,2024-09-12,Bayut,Bayut_Premium_Placement,241.54,CUST-002629,PROP-00450,AGT-0012,Lost,,,,,Visa / relocation fell through
LEAD-004262,2025-03-24,Google Ads,GAds_Display_InvestorDeals,129.38,CUST-004262,PROP-00016,AGT-0044,Lost,2025-04-08,2025-04-21,,,Financing / mortgage rejected
LEAD-004649,2024-07-01,Website,Website_Landing_NewLaunch,13.9,CUST-004649,PROP-00146,AGT-0032,Lost,,,,,Unit sold out before decision
LEAD-000615,2026-01-15,LinkedIn,LinkedIn_InMail_HNWI,373.66,CUST-000615,PROP-00283,AGT-0020,Lost,2026-01-27,,,,Budget mismatch
LEAD-003094,2026-02-09,Referral,Referral_ExistingClient,20.67,CUST-003094,PROP-00133,AGT-0002,Lost,,,,,Financing / mortgage rejected
LEAD-003451,2024-01-21,Google Ads,GAds_Display_InvestorDeals,190.6,CUST-003451,PROP-00348,AGT-0008,Lost,2024-02-04,2024-02-17,2024-02-27,,Financing / mortgage rejected
LEAD-001015,2025-06-01,Referral,Referral_PartnerBroker,12.71,CUST-001015,PROP-00065,AGT-0006,Lost,,,,,Unit sold out before decision
LEAD-003058,2026-04-28,LinkedIn,LinkedIn_InMail_HNWI,250.46,CUST-003058,PROP-00202,AGT-0040,Lost,2026-05-08,2026-05-13,2026-05-20,,Found cheaper unit elsewhere
LEAD-004795,2025-09-23,Bayut,Bayut_Premium_Placement,94.19,CUST-004795,PROP-00416,AGT-0002,Sold,2025-10-06,2025-10-10,2025-10-21,2025-11-01,
LEAD-003906,2026-01-08,Google Ads,GAds_Retargeting_OffPlan,225.17,CUST-003906,PROP-00334,AGT-0006,Sold,2026-01-20,2026-02-03,2026-02-11,2026-02-25,
LEAD-002182,2025-07-26,Website,Website_Organic_Blog,74.95,CUST-002182,PROP-00291,AGT-0026,Lost,,,,,Chose competitor project
LEAD-003419,2024-08-26,Instagram,IG_Carousel_PaymentPlan,42.75,CUST-003419,PROP-00324,AGT-0041,Lost,2024-09-05,2024-09-12,,,Budget mismatch
LEAD-003101,2024-05-01,Bayut,Bayut_HotDeal_Banner,84.7,CUST-003101,PROP-00328,AGT-0005,Lost,,,,,Unit sold out before decision
LEAD-001212,2025-12-04,Bayut,Bayut_Premium_Placement,247.0,CUST-001212,PROP-00405,AGT-0029,Lost,2025-12-10,2025-12-13,,,Financing / mortgage rejected
LEAD-000635,2025-08-29,Instagram,IG_Influencer_Push,28.01,CUST-000635,PROP-00532,AGT-0044,Sold,2025-09-02,2025-09-06,2025-09-15,2025-09-27,
LEAD-001056,2025-09-02,Instagram,IG_Carousel_PaymentPlan,102.24,CUST-001056,PROP-00327,AGT-0030,Lost,2025-09-08,2025-09-21,,,Financing / mortgage rejected
LEAD-002341,2026-04-24,Referral,Referral_AgentNetwork,17.98,CUST-002341,PROP-00228,AGT-0015,Lost,,,,,Not responsive / went cold
LEAD-000797,2026-04-19,Google Ads,GAds_Display_InvestorDeals,144.45,CUST-000797,PROP-00563,AGT-0014,Sold,2026-05-04,2026-05-18,2026-05-26,2026-06-02,
LEAD-004271,2026-02-17,Referral,Referral_PartnerBroker,24.66,CUST-004271,PROP-00326,AGT-0018,Sold,2026-03-02,2026-03-16,2026-03-21,2026-04-08,
LEAD-002815,2024-09-30,Bayut,Bayut_Premium_Placement,221.77,CUST-002815,PROP-00308,AGT-0004,Lost,,,,,Found cheaper unit elsewhere
LEAD-004342,2025-10-23,Google Ads,GAds_Search_VillasForSale,277.45,CUST-004342,PROP-00353,AGT-0039,Lost,2025-10-31,,,,Chose competitor project
LEAD-001081,2025-08-05,LinkedIn,LinkedIn_InMail_HNWI,251.58,CUST-001081,PROP-00143,AGT-0016,Lost,2025-08-14,2025-08-27,,,Not responsive / went cold
LEAD-001655,2024-05-29,Google Ads,GAds_Search_VillasForSale,91.2,CUST-001655,PROP-00173,AGT-0032,Lost,2024-06-08,2024-06-11,,,Financing / mortgage rejected
LEAD-001608,2024-06-29,Google Ads,GAds_Retargeting_OffPlan,321.45,CUST-001608,PROP-00565,AGT-0009,Lost,,,,,Chose competitor project
LEAD-000145,2026-03-17,Google Ads,GAds_Display_InvestorDeals,254.78,CUST-000145,PROP-00300,AGT-0045,Lost,2026-03-28,2026-04-03,,,Financing / mortgage rejected
LEAD-004242,2025-10-03,Google Ads,GAds_Display_InvestorDeals,339.3,CUST-004242,PROP-00329,AGT-0010,Lost,2025-10-14,,,,Financing / mortgage rejected
LEAD-000091,2025-03-13,Bayut,Bayut_HotDeal_Banner,91.91,CUST-000091,PROP-00196,AGT-0028,Lost,2025-03-24,2025-03-28,,,Chose competitor project
LEAD-000683,2024-03-23,Bayut,Bayut_Premium_Placement,394.6,CUST-000683,PROP-00034,AGT-0022,Lost,,,,,Not responsive / went cold
LEAD-004407,2024-08-14,Google Ads,GAds_Search_Apartments_Dubai,168.57,CUST-004407,PROP-00172,AGT-0006,Lost,2024-08-25,2024-09-08,,,Postponed decision
LEAD-003432,2024-07-18,Instagram,IG_Influencer_Push,81.46,CUST-003432,PROP-00590,AGT-0036,Sold,2024-08-01,2024-08-12,2024-08-14,2024-08-23,
LEAD-000094,2024-03-28,Referral,Referral_PartnerBroker,36.65,CUST-000094,PROP-00415,AGT-0013,Lost,2024-04-05,2024-04-10,,,Postponed decision
LEAD-000835,2024-08-15,Instagram,IG_Influencer_Push,49.21,CUST-000835,PROP-00513,AGT-0010,Lost,,,,,Not responsive / went cold
LEAD-004792,2026-04-16,Bayut,Bayut_Premium_Placement,323.68,CUST-004792,PROP-00537,AGT-0041,Lost,2026-04-27,,,,Financing / mortgage rejected
LEAD-001401,2025-08-04,Bayut,Bayut_HotDeal_Banner,111.26,CUST-001401,PROP-00402,AGT-0021,Sold,2025-08-12,2025-08-15,2025-08-26,2025-09-09,
LEAD-003980,2024-03-17,Instagram,IG_Reels_OffPlan_Q1,163.58,CUST-003980,PROP-00210,AGT-0018,Sold,2024-03-27,2024-04-05,2024-04-15,2024-04-24,
LEAD-002292,2024-06-05,LinkedIn,LinkedIn_EventPromo,416.98,CUST-002292,PROP-00596,AGT-0032,Lost,,,,,Visa / relocation fell through
LEAD-001501,2025-06-09,Referral,Referral_ExistingClient,34.31,CUST-001501,PROP-00258,AGT-0019,Lost,,,,,Found cheaper unit elsewhere
LEAD-002263,2024-02-18,Google Ads,GAds_Search_Apartments_Dubai,142.79,CUST-002263,PROP-00142,AGT-0022,Lost,2024-02-26,2024-03-03,,,Chose competitor project
LEAD-001469,2024-10-29,Instagram,IG_Reels_OffPlan_Q1,115.1,CUST-001469,PROP-00397,AGT-0033,Lost,2024-11-10,2024-11-14,,,Unit sold out before decision
LEAD-003929,2026-03-11,Instagram,IG_Carousel_PaymentPlan,127.4,CUST-003929,PROP-00152,,Lost,2026-03-20,2026-03-28,2026-04-04,,Unit sold out before decision
LEAD-003246,2024-12-31,LinkedIn,LinkedIn_Sponsored_InvestorContent,181.47,CUST-003246,PROP-00110,AGT-0009,Sold,2025-01-09,2025-01-13,2025-01-17,2025-01-23,
LEAD-000999,2026-03-18,Website,Website_Organic_Blog,72.5,CUST-000999,PROP-00046,AGT-0010,Lost,,,,,Financing / mortgage rejected
LEAD-000854,2024-08-19,Website,Website_Newsletter_Signup,78.01,CUST-000854,PROP-00217,AGT-0034,Lost,,,,,Chose competitor project
LEAD-003876,2025-10-01,LinkedIn,LinkedIn_InMail_HNWI,327.43,CUST-003876,PROP-00490,AGT-0032,Lost,,,,,Postponed decision
LEAD-001143,2024-10-07,Google Ads,GAds_Retargeting_OffPlan,132.77,CUST-001143,PROP-00565,AGT-0038,Sold,2024-10-12,2024-10-18,2024-10-24,2024-11-11,
LEAD-002275,2024-10-11,LinkedIn,LinkedIn_EventPromo,146.97,CUST-002275,PROP-00022,AGT-0033,Lost,,,,,Found cheaper unit elsewhere
LEAD-004498,2025-01-25,Bayut,Bayut_HotDeal_Banner,143.53,CUST-004498,PROP-00554,AGT-0008,Lost,,,,,Unit sold out before decision
LEAD-001104,2025-01-10,Google Ads,GAds_Display_InvestorDeals,79.25,CUST-001104,PROP-00432,AGT-0042,Lost,,,,,Found cheaper unit elsewhere
LEAD-000085,2024-03-20,Bayut,Bayut_HotDeal_Banner,91.91,CUST-000085,PROP-00367,AGT-0023,Lost,,,,,Found cheaper unit elsewhere
LEAD-002211,2025-06-28,Referral,Referral_ExistingClient,47.23,CUST-002211,PROP-00196,AGT-0010,Lost,2025-07-05,2025-07-11,2025-07-23,2025-08-10,Postponed decision
LEAD-004211,2026-02-19,Website,Website_Newsletter_Signup,36.42,CUST-004211,PROP-00382,AGT-0020,Lost,,,,,Chose competitor project
LEAD-004678,2026-01-24,Instagram,IG_Influencer_Push,104.94,CUST-004678,PROP-00267,AGT-0035,Lost,2026-02-04,2026-02-07,,,Chose competitor project
LEAD-003441,2024-07-29,LinkedIn,LinkedIn_Sponsored_InvestorContent,182.22,CUST-003441,PROP-00557,AGT-0022,Lost,2024-08-06,2024-08-14,,,Postponed decision
LEAD-001568,2026-02-12,Bayut,Bayut_Featured_Listing,399.56,CUST-001568,PROP-00281,AGT-0012,Lost,,,,,Visa / relocation fell through
LEAD-001661,2024-01-15,Google Ads,GAds_Display_InvestorDeals,159.69,CUST-001661,PROP-00212,AGT-0026,Lost,,,,,Not responsive / went cold
LEAD-001557,2024-10-28,Instagram,IG_Carousel_PaymentPlan,162.55,CUST-001557,PROP-00082,AGT-0043,Lost,,,,,Not responsive / went cold
LEAD-003765,2024-12-13,Referral,Referral_AgentNetwork,31.45,CUST-003765,PROP-00460,AGT-0031,Sold,2024-12-23,2024-12-30,2025-01-02,2025-01-08,
LEAD-003585,2024-12-23,Referral,Referral_AgentNetwork,12.48,CUST-003585,PROP-00541,AGT-0028,Lost,,,,,Visa / relocation fell through
LEAD-001886,2025-07-02,Instagram,IG_Carousel_PaymentPlan,108.01,CUST-001886,PROP-00194,AGT-0034,Lost,,,,,Budget mismatch
LEAD-003145,2025-12-20,LinkedIn,LinkedIn_EventPromo,305.3,CUST-003145,PROP-00255,AGT-0029,Lost,,,,,Financing / mortgage rejected
LEAD-001867,2024-11-25,Bayut,Bayut_Premium_Placement,289.33,CUST-001867,PROP-00542,AGT-0004,Lost,,,,,Found cheaper unit elsewhere
LEAD-002875,2025-12-26,Google Ads,GAds_Retargeting_OffPlan,225.65,CUST-002875,PROP-00185,AGT-0038,Lost,,,,,Visa / relocation fell through
LEAD-004331,2025-01-19,Google Ads,GAds_Search_VillasForSale,154.02,CUST-004331,PROP-00128,AGT-0032,Lost,,,,,Not responsive / went cold
LEAD-003589,2025-02-21,Website,Website_Newsletter_Signup,86.13,CUST-003589,PROP-00299,AGT-0015,Lost,,,,,Not responsive / went cold
LEAD-003268,2024-04-19,Bayut,Bayut_Featured_Listing,157.22,CUST-003268,PROP-00437,AGT-0002,Lost,2024-04-26,,,,Chose competitor project
LEAD-002885,2026-03-22,Website,Website_Newsletter_Signup,82.73,CUST-002885,PROP-00321,AGT-0006,Lost,,,,,Financing / mortgage rejected
LEAD-002891,2025-04-12,Referral,Referral_AgentNetwork,41.0,CUST-002891,PROP-00513,AGT-0034,Sold,2025-04-18,2025-04-22,2025-04-24,2025-05-10,
LEAD-003008,2026-04-30,Bayut,Bayut_HotDeal_Banner,404.25,CUST-003008,PROP-00262,AGT-0045,Lost,,,,,Visa / relocation fell through
LEAD-001827,2026-06-22,Google Ads,GAds_Search_Apartments_Dubai,256.86,CUST-001827,PROP-00095,AGT-0025,Qualified,2026-06-28,,,,
LEAD-003924,2024-06-10,Referral,Referral_AgentNetwork,30.44,CUST-003924,PROP-00427,AGT-0033,Lost,2024-06-19,2024-06-22,2024-06-26,,Chose competitor project
LEAD-002641,2024-09-27,Website,Website_Landing_NewLaunch,79.27,CUST-002641,PROP-00444,AGT-0035,Lost,,,,,Financing / mortgage rejected
LEAD-001526,2025-12-29,Google Ads,GAds_Display_InvestorDeals,278.74,CUST-001526,PROP-00190,AGT-0039,Lost,2026-01-11,,,,Found cheaper unit elsewhere
LEAD-001563,2025-10-04,Instagram,IG_Reels_OffPlan_Q1,141.73,CUST-001563,PROP-00017,AGT-0035,Sold,2025-10-13,2025-10-25,2025-11-06,2025-11-12,
LEAD-000344,2024-01-20,Bayut,Bayut_Premium_Placement,364.09,CUST-000344,PROP-00235,AGT-0041,Lost,,,,,Found cheaper unit elsewhere
LEAD-002543,2024-02-28,Bayut,Bayut_Premium_Placement,94.38,CUST-002543,PROP-00062,AGT-0027,Lost,,,,,Visa / relocation fell through
LEAD-003386,2024-01-20,Google Ads,GAds_Retargeting_OffPlan,107.82,CUST-003386,PROP-00037,AGT-0042,Lost,2024-01-27,,,,Postponed decision
LEAD-002413,2025-11-01,Website,Website_Landing_NewLaunch,25.34,CUST-002413,PROP-00383,AGT-0013,Lost,,,,,Visa / relocation fell through
LEAD-002708,2024-07-29,Bayut,Bayut_Featured_Listing,92.56,CUST-002708,PROP-00362,AGT-0019,Lost,,,,,Unit sold out before decision
LEAD-001111,2024-07-26,Instagram,IG_Carousel_PaymentPlan,163.88,CUST-001111,PROP-00059,AGT-0026,Lost,,,,,Postponed decision
LEAD-003443,2024-12-07,Instagram,IG_Influencer_Push,119.35,CUST-003443,PROP-00594,AGT-0019,Lost,,,,,Not responsive / went cold
LEAD-002214,2025-01-23,Google Ads,GAds_Search_VillasForSale,71.99,CUST-002214,PROP-00308,AGT-0036,Lost,,,,,Unit sold out before decision
LEAD-001360,2024-04-10,Referral,Referral_PartnerBroker,26.09,CUST-001360,PROP-00039,AGT-0041,Lost,2024-04-18,2024-04-23,,,Postponed decision
LEAD-002108,2025-01-10,Google Ads,GAds_Search_Apartments_Dubai,67.3,CUST-002108,PROP-00362,AGT-0045,Lost,2025-01-22,2025-01-25,,,Not responsive / went cold
LEAD-001379,2024-05-03,LinkedIn,LinkedIn_InMail_HNWI,258.37,CUST-001379,PROP-00347,AGT-0019,Lost,,,,,Unit sold out before decision
LEAD-002829,2026-05-05,Bayut,Bayut_Featured_Listing,195.05,CUST-002829,PROP-00508,AGT-0035,Lost,2026-05-14,2026-05-19,2026-05-23,,Financing / mortgage rejected
LEAD-000425,2025-02-09,Instagram,IG_Carousel_PaymentPlan,117.79,CUST-000425,PROP-00591,AGT-0033,Sold,2025-02-18,2025-02-26,2025-03-08,2025-03-13,
LEAD-000293,2026-06-25,Google Ads,GAds_Search_Apartments_Dubai,87.06,CUST-000293,PROP-00581,AGT-0009,Contacted,,,,,
LEAD-001066,2026-04-28,Instagram,IG_Reels_OffPlan_Q1,25.56,CUST-001066,PROP-00359,AGT-0026,Lost,,,,,Chose competitor project
LEAD-002378,2026-06-01,Google Ads,GAds_Search_Apartments_Dubai,250.45,CUST-002378,PROP-00307,AGT-0020,Lost,,,,,Found cheaper unit elsewhere
LEAD-002128,2024-07-14,Bayut,Bayut_Premium_Placement,361.16,CUST-002128,PROP-00126,,Lost,,,,,Budget mismatch
LEAD-001718,2024-10-18,Instagram,IG_Carousel_PaymentPlan,81.27,CUST-001718,PROP-00436,AGT-0003,Lost,,,,,Financing / mortgage rejected
LEAD-000938,2025-03-08,Instagram,IG_Reels_OffPlan_Q1,109.61,CUST-000938,PROP-00173,AGT-0007,Lost,2025-03-18,2025-03-31,,,Chose competitor project
LEAD-003780,2024-03-10,Google Ads,GAds_Display_InvestorDeals,167.82,CUST-003780,PROP-00386,AGT-0019,Lost,,,,,Chose competitor project
LEAD-003965,2025-07-12,Instagram,IG_Reels_OffPlan_Q1,60.37,CUST-003965,PROP-00173,AGT-0027,Lost,,,,,Postponed decision
LEAD-003991,2025-04-22,LinkedIn,LinkedIn_Sponsored_InvestorContent,121.98,CUST-003991,PROP-00138,AGT-0028,Lost,,,,,Chose competitor project
LEAD-000255,2024-07-02,Instagram,IG_Story_LuxuryLiving,64.02,CUST-000255,PROP-00562,AGT-0037,Lost,,,,,Postponed decision
LEAD-004824,2025-07-27,Instagram,IG_Influencer_Push,144.4,CUST-004824,PROP-00423,AGT-0036,Sold,2025-08-07,2025-08-18,2025-08-22,2025-09-07,
LEAD-001483,2026-04-24,Instagram,IG_Reels_OffPlan_Q1,32.74,CUST-001483,PROP-00015,AGT-0020,Lost,2026-05-02,,,,Budget mismatch
LEAD-000945,2024-03-22,Bayut,Bayut_Featured_Listing,295.04,CUST-000945,PROP-00236,AGT-0023,Lost,,,,,Not responsive / went cold
LEAD-003184,2025-10-19,Referral,Referral_AgentNetwork,0.88,CUST-003184,PROP-00544,AGT-0007,Lost,,,,,Chose competitor project
LEAD-003267,2024-10-28,Bayut,Bayut_HotDeal_Banner,91.0,CUST-003267,PROP-00244,AGT-0012,Lost,,,,,Chose competitor project
LEAD-002908,2025-05-27,Referral,Referral_ExistingClient,12.61,CUST-002908,PROP-00316,AGT-0001,Lost,2025-06-02,,,,Financing / mortgage rejected
LEAD-000970,2025-06-19,Referral,Referral_PartnerBroker,45.66,CUST-000970,PROP-00471,AGT-0035,Lost,,,,,Budget mismatch
LEAD-000497,2025-04-05,Instagram,IG_Story_LuxuryLiving,159.65,CUST-000497,PROP-00431,AGT-0025,Lost,,,,,Chose competitor project
LEAD-001830,2024-12-20,Website,Website_Organic_Blog,32.54,CUST-001830,PROP-00233,AGT-0025,Lost,,,,,Financing / mortgage rejected
LEAD-002178,2025-04-25,Google Ads,GAds_Search_VillasForSale,123.99,CUST-002178,PROP-00053,AGT-0019,Lost,2025-05-05,2025-05-15,,,Financing / mortgage rejected
LEAD-000338,2024-08-16,Instagram,IG_Influencer_Push,107.09,CUST-000338,PROP-00378,AGT-0003,Lost,2024-08-23,2024-09-04,,,Postponed decision
LEAD-004705,2025-06-20,Instagram,IG_Story_LuxuryLiving,51.5,CUST-004705,PROP-00065,AGT-0001,Lost,,,,,Found cheaper unit elsewhere
LEAD-001149,2024-09-18,Instagram,IG_Reels_OffPlan_Q1,38.73,CUST-001149,PROP-00302,AGT-0040,Lost,,,,,Unit sold out before decision
LEAD-002244,2025-08-13,Google Ads,GAds_Search_VillasForSale,102.87,CUST-002244,PROP-00106,AGT-0028,Lost,,,,,Visa / relocation fell through
LEAD-004976,2024-11-11,Bayut,Bayut_Featured_Listing,422.84,CUST-004976,PROP-00537,AGT-0043,Sold,2024-11-16,2024-11-29,2024-12-07,2024-12-21,
LEAD-003969,2026-03-21,Instagram,IG_Carousel_PaymentPlan,52.11,CUST-003969,PROP-00236,AGT-0034,Lost,,,,,Found cheaper unit elsewhere
LEAD-002152,2026-04-25,LinkedIn,LinkedIn_EventPromo,421.83,CUST-002152,PROP-00464,AGT-0003,Lost,,,,,Unit sold out before decision
LEAD-002011,2026-01-31,Google Ads,GAds_Retargeting_OffPlan,343.9,CUST-002011,PROP-00084,AGT-0041,Lost,,,,,Chose competitor project
LEAD-002492,2025-05-19,Bayut,Bayut_Featured_Listing,239.89,CUST-002492,PROP-00026,AGT-0005,Lost,2025-05-28,2025-06-02,,,Found cheaper unit elsewhere
LEAD-004911,2025-05-07,Instagram,IG_Influencer_Push,27.75,CUST-004911,PROP-00518,AGT-0010,Lost,,,,,Unit sold out before decision
LEAD-001811,2024-10-15,Instagram,IG_Carousel_PaymentPlan,39.73,CUST-001811,PROP-00204,AGT-0023,Sold,2024-10-24,2024-11-07,2024-11-18,2024-11-30,
LEAD-001995,2025-09-08,Website,Website_Landing_NewLaunch,85.82,CUST-001995,PROP-00264,AGT-0014,Lost,,,,,Found cheaper unit elsewhere
LEAD-002933,2025-11-02,Instagram,IG_Influencer_Push,162.68,CUST-002933,PROP-00292,AGT-0003,Lost,2025-11-14,,,,Chose competitor project
LEAD-002825,2025-06-23,Instagram,IG_Carousel_PaymentPlan,150.14,CUST-002825,PROP-00356,AGT-0038,Lost,,,,,Not responsive / went cold
LEAD-002898,2025-09-27,Website,Website_Newsletter_Signup,38.05,CUST-002898,PROP-00310,AGT-0036,Sold,2025-10-03,2025-10-15,2025-10-22,2025-11-07,
LEAD-002276,2024-11-17,Bayut,Bayut_Premium_Placement,134.93,CUST-002276,PROP-00532,AGT-0003,Lost,,,,,Unit sold out before decision
LEAD-000435,2025-10-16,Google Ads,GAds_Retargeting_OffPlan,97.95,CUST-000435,PROP-00261,AGT-0040,Lost,2025-10-23,2025-11-03,2025-11-09,,Unit sold out before decision
LEAD-004502,2025-02-07,Google Ads,GAds_Display_InvestorDeals,103.42,CUST-004502,PROP-00198,AGT-0029,Lost,2025-02-12,,,,Visa / relocation fell through
LEAD-002824,2024-09-21,Website,Website_Landing_NewLaunch,39.56,CUST-002824,PROP-00431,AGT-0045,Lost,,,,,Chose competitor project
LEAD-003756,2026-03-21,Google Ads,GAds_Search_VillasForSale,253.03,CUST-003756,PROP-00072,AGT-0035,Sold,2026-03-30,2026-04-08,2026-04-16,2026-04-21,
LEAD-002505,2024-06-23,Google Ads,GAds_Search_Apartments_Dubai,85.72,CUST-002505,PROP-00549,AGT-0031,Lost,,,,,Visa / relocation fell through
LEAD-003212,2024-11-26,Instagram,IG_Reels_OffPlan_Q1,71.88,CUST-003212,PROP-00035,AGT-0043,Lost,,,,,Budget mismatch
LEAD-004642,2026-01-31,Website,Website_Newsletter_Signup,46.49,CUST-004642,PROP-00097,AGT-0011,Lost,2026-02-04,2026-02-12,,,Financing / mortgage rejected
LEAD-004309,2025-05-25,Bayut,Bayut_Featured_Listing,106.3,CUST-004309,PROP-00490,,Lost,2025-05-31,,,,Chose competitor project
LEAD-003541,2026-06-05,Google Ads,GAds_Search_VillasForSale,112.58,CUST-003541,PROP-00269,AGT-0005,Lost,,,,,Visa / relocation fell through
LEAD-003271,2025-03-27,Website,Website_Newsletter_Signup,58.01,CUST-003271,PROP-00172,AGT-0040,Lost,2025-04-07,,,,Unit sold out before decision
LEAD-001942,2024-08-05,Google Ads,GAds_Display_InvestorDeals,172.79,CUST-001942,PROP-00460,AGT-0010,Lost,2024-08-16,2024-08-27,,,Found cheaper unit elsewhere
LEAD-001892,2025-12-11,Instagram,IG_Influencer_Push,149.85,CUST-001892,PROP-00438,AGT-0012,Lost,2025-12-22,,,,Found cheaper unit elsewhere
LEAD-003600,2025-03-16,Google Ads,GAds_Retargeting_OffPlan,266.09,CUST-003600,PROP-00375,AGT-0039,Lost,,,,,Financing / mortgage rejected
